FRA Point;FRA Point Latitude;FRA Point Longitude
INGID;N471607;E0134107
INGOP;N452555;E0210859
INKIM;N425009;E0140955
INKOM;N431512;E0303824
INLOT;N415847;E0192711
INLOX;N471152;E0144521
INPUL;N475025;E0124430
INPUL;N475025;E0124430
INPUL;N475025;E0124430
INRES;N435848;E0204608
INROF;N370337;E0164817
INROG;N482453;E0264846
INROM;N480046;E0131126
INSAX;N470056;E0160451
INSEL;N470920;E0122419
INSOX;N414918;E0131320
INTIT;N425548;E0180316
INTUD;N422817;E0123714
INTUN;N531003;E0184148
INVED;N460928;E0202405
INVED;N460928;E0202405
INVOP;N454810;E0080923
IPDAB;N445741;E0105057
IPDUL;N492515;E0134913
IPGOR;N425308;E0121609
IPKAM;N411127;E0143912
IPKIS;N442206;E0141803
IPLAM;N541701;E0185037
IPLIT;N543816;E0192120
IPLUB;N441454;E0104832
IPROM;N410527;E0081310
IPRUX;N492943;E0131324
IPTOL;N461728;E0240241
IRBAK;N433714;E0100444
IRBEX;N562210;E0245731
IRBOS;N512633;E0195039
IRDEB;N514838;E0215332
IRDIV;N450342;E0170647
IRDUM;N434324;E0292322
IRGOR;N444322;E0204636
IRKAL;N542902;E0241312
IRLIX;N462521;E0154139
IRLOX;N453808;E0241102
IRLOX;N453808;E0241102
IRLUN;N534502;E0183653
IRMAM;N451331;E0284323
IRZUK;N551359;E0230214
ISI;N471403;E0273447
ITVUL;N550827;E0214300
IVDEK;N442831;E0264000
IVGOR;N553504;E0175732
IVGOT;N430618;E0283211
IVKAL;N464739;E0110215
IVLOX;N444310;E0102313
IVMEP;N431622;E0132205
IVNER;N510705;E0235126
IXITO;N440805;E0084813
IXIXI;N534104;E0195328
IXOGA;N512201;E0222739
IXONA;N445044;E0133256
IXORA;N455012;E0083520
IXORI;N464313;E0231432
IXUBA;N463627;E0235835
IXUSA;N450927;E0071413
JAN;N481043;E0173241
JIBOU;N472929;E0230730
JOZEP;N471121;E0184425
KAL;N425657;E0225230
KALIF;N483021;E0193419
KALIK;N442806;E0095053
KALMO;N441918;E0093539
KANIN;N462626;E0133743
KAPIL;N382122;E0120733
KAPPO;N403639;E0180010
KARDU;N425847;E0103039
KARIL;N474738;E0222632
KARIL;N474738;E0222632
KARTI;N541759;E0181229
KATAR;N430306;E0124040
KATQA;N490112;E0171431
KATTI;N423028;E0160256
KATTI;N423028;E0160256
KATTI;N423028;E0160256
KAZLA;N542959;E0231834
KEB;N435602;E0182659
KEBBU;N453756;E0133053
KEBBU;N453756;E0133053
KEDUX;N561246;E0193424
KEFIR;N492107;E0215525
KEFIR;N492107;E0215525
KEGED;N433444;E0135016
KEKED;N483123;E0211729
KEKED;N483123;E0211729
KEKED;N483123;E0211729
KELEL;N491849;E0201031
KELEL;N491849;E0201031
KELEL;N491849;E0201031
KELOD;N521402;E0155300
KEMMI;N444630;E0084844
KENEM;N433800;E0165648
KENIN;N482142;E0215538
KENIN;N482142;E0215538
KENIN;N482142;E0215538
KENUX;N461732;E0264604
KERLO;N471502;E0270000
KEROP;N461104;E0194148
KEROP;N461104;E0194148
KEZAL;N470913;E0201353
KFT;N463551;E0143344
KIJEW;N453711;E0140054
KILNU;N502837;E0125442
KIRDI;N481228;E0124918
KIRDI;N481228;E0124918
KIRDI;N481228;E0124918
KISTO;N421950;E0102259
KIV;N465534;E0285416
KLAGY;N463051;E0144631
KLP;N554256;E0211437
KNA;N545737;E0240359
KODOK;N445633;E0074011
KODRU;N461132;E0280726
KODRU;N461132;E0280726
KOFER;N415538;E0183949
KOGAT;N420645;E0210320
KOGAT;N420645;E0210320
KOGEB;N385041;E0163751
KOJOT;N485830;E0210833
KOLOB;N544923;E0145639
KOLOB;N544923;E0145639
KOLUS;N404305;E0092628
KOMAN;N435900;E0261300
KOMAR;N445729;E0164815
KOMHO;N461541;E0140859
KONAR;N502643;E0130356
KONER;N433017;E0093148
KONIM;N441243;E0284957
KONUG;N472306;E0131005
KONUT;N411734;E0120100
KONUV;N422609;E0182612
KONZI;N503358;E0203704
KOPAT;N490623;E0183916
KOPER;N450914;E0113829
KOPRY;N461425;E0165746
KOPRY;N461425;E0165746
KOREX;N444616;E0154609
KORUP;N513459;E0144417
KOSEX;N540734;E0173210
KOSIV;N440137;E0194833
KOTEK;N503850;E0201504
KOTOR;N452628;E0153420
KOTUS;N451904;E0195616
KOVAS;N393844;E0090414
KOVEK;N475050;E0203010
KOVEL;N484203;E0153549
KOXER;N480739;E0170254
KOXUD;N451046;E0093701
KOZLI;N500334;E0152113
KRAKI;N545629;E0224405
KRATO;N420252;E0220455
KREMI;N484702;E0185302
KRV;N434916;E0203504
KSC;N484059;E0211453
KUBUD;N460333;E0133611
KUBUD;N460333;E0133611
KUDUL;N444011;E0150355
KUFIK;N483200;E0180018
KUGIX;N433308;E0112144
KUKAM;N504822;E0200338
KUKEV;N453910;E0071229
KULEK;N533310;E0203000
KULEN;N450955;E0150801
KULUV;N513852;E0162021
KUMIN;N445758;E0072055
KUMOM;N473328;E0122218
KUMOM;N473328;E0122218
KUMOM;N473328;E0122218
KUNER;N551531;E0182653
KURAV;N511857;E0204448
KURON;N503754;E0200853
KUSIB;N450853;E0162818
KUSIS;N475218;E0222302
KUTAK;N431501;E0183237
KUTID;N402513;E0151242
KUVEX;N475430;E0172615
LABIN;N445909;E0130529
LABIN;N445909;E0130529
LABIN;N445909;E0130529
LABOM;N402256;E0092416
LABUK;N492955;E0172439
LADAG;N483520;E0150228
LADOB;N485701;E0222655
LAFAT;N544952;E0254643
LAGAR;N504743;E0152202
LAGAR;N504743;E0152202
LAGAR;N504743;E0152202
LAGEN;N442339;E0082953
LAHOR;N474954;E0194341
LAJQU;N532440;E0160359
LAKIK;N453608;E0180551
LAKOD;N543906;E0224518
LALES;N485155;E0174234
LALES;N485155;E0174234
LALUK;N504816;E0135249
LAMEB;N390430;E0162509
LAMIT;N450614;E0232229
LAMPO;N460621;E0114205
LAMSI;N483912;E0133500
LAMSI;N483912;E0133500
LAMSI;N483912;E0133500
LANGI;N424441;E0235859
LANLI;N435726;E0131050
LANNO;N422031;E0135318
LANUX;N485317;E0153657
LANUX;N485317;E0153657
LANUX;N485317;E0153657
LAPAB;N453146;E0115818
LAPKA;N451734;E0263033
LAPNA;N463208;E0153114
LAPRI;N445849;E0070936
LAPVO;N432000;E0135233
LARAT;N423006;E0235216
LAREN;N451641;E0120342
LARMA;N551628;E0163006
LARMA;N551628;E0163006
LARMU;N471501;E0230809
LARMU;N471501;E0230809
LASGU;N531240;E0191038
LASIS;N512425;E0145742
LASOT;N483805;E0221445
LASTI;N420602;E0185306
LAT;N413228;E0125505
LATAG;N514318;E0154448
LATAN;N391736;E0190000
LATCU;N465001;E0222256
LATLO;N474102;E0124824
LATLO;N474102;E0124824
LATLO;N474102;E0124824
LATMI;N552655;E0181002
LAUGA;N555731;E0260159
LAVDA;N480730;E0284350
LAVPI;N495608;E0182703
LEBAT;N452211;E0253342
LEBGA;N415259;E0191018
LEBNU;N380109;E0134430
LEDKO;N454908;E0110519
LEDRO;N391703;E0094033
LEDVA;N484344;E0164721
LEDVA;N484344;E0164721
LEDVA;N484344;E0164721
LEGAZ;N503937;E0144805
LEGLO;N453901;E0094610
LEGNO;N514124;E0214708
LELTI;N441740;E0232532
LEMPA;N444337;E0282607
LEMPA;N444337;E0282607
LEMPA;N444337;E0282607
LENOV;N492011;E0210037
LENOV;N492011;E0210037
LENOV;N492011;E0210037
LEOBE;N472149;E0150137
LESVO;N465707;E0274920
LETKI;N521117;E0232416
LETNI;N420549;E0223621
LETNI;N420549;E0223621
LETVA;N425100;E0241104
LETVA;N425100;E0241104
LEVDI;N363000;E0184932
LEVSI;N455616;E0101513
LEVTA;N443522;E0262435
LEZEB;N460858;E0152836
LIBGA;N504931;E0221242
LIBRO;N373717;E0142753
LIDSI;N481322;E0135350
LIGDI;N501803;E0193313
LIKDA;N470101;E0114503
LIKNO;N434738;E0122054
LIKSA;N490910;E0160053
LIKVI;N440742;E0175930
LILEE;N451430;E0125506
LIMJA;N403412;E0193145
LIMRA;N475440;E0142652
LIMVI;N514442;E0214108
LIPTA;N463735;E0283430
LISGO;N560820;E0253417
LISKO;N433417;E0140756
LITKU;N481350;E0193555
LITKU;N481350;E0193555
LITKU;N481350;E0193555
LITPA;N562229;E0215639
LIZUP;N540422;E0233127
LIZUP;N540422;E0233127
LNZ;N481347;E0140611
LOBKI;N451041;E0285457
LOBRO;N463539;E0284359
LOBSI;N445418;E0121021
LODBO;N510234;E0215251
LODPA;N390944;E0161934
LOGDA;N511704;E0204138
LOGDI;N444247;E0101146
LOKVU;N485229;E0155006
LOKVU;N485229;E0155006
LOKVU;N485229;E0155006
LOLKO;N514133;E0155606
LOLSI;N521039;E0195217
LOLTE;N554331;E0223556
LOMED;N440138;E0110012
LOMKI;N495434;E0131428
LOMKI;N495434;E0131428
LOMOS;N435000;E0231500
LOMOS;N435000;E0231500
LONDI;N372044;E0131127
LONLA;N482024;E0221911
LONTA;N420934;E0212350
LONTA;N420934;E0212350
LOPKO;N373958;E0121049
LOPKU;N431429;E0182951
LORED;N363000;E0153700
LORLO;N464327;E0104044
LORNO;N372400;E0190000
LOS;N443138;E0142822
LUBEN;N511327;E0195727
LUGEB;N434408;E0283004
LUGEM;N481020;E0152332
LUGOL;N491220;E0224417
LUGUG;N512313;E0230013
LUKAD;N385840;E0094337
LUKIM;N440824;E0091831
LUKOR;N503512;E0201216
LUKOV;N431705;E0234822
LULIK;N453136;E0192639
LULIN;N503441;E0210746
LULIX;N401521;E0095307
LULUD;N455033;E0154100
LUMAR;N413707;E0173350
LUMAV;N444852;E0113659
LUMUS;N463524;E0140923
LUMVE;N504407;E0181356
LUNAK;N414212;E0115214
LUNAM;N393724;E0085713
LUNAR;N404126;E0152502
LUNIT;N561031;E0250931
LUNUK;N512656;E0180327
LUPAL;N392811;E0184610
LUPEV;N490035;E0143336
LUPEV;N490035;E0143336
LUPIN;N460022;E0132443
LUPIX;N460406;E0144535
LUPOS;N443017;E0103453
LUPUK;N442446;E0293646
LURAG;N453140;E0070520
LURID;N450806;E0172358
LURON;N385132;E0130657
LURUT;N443125;E0105900
LUSAV;N471114;E0285149
LUSID;N545500;E0151746
LUSID;N545500;E0151746
LUSIL;N460235;E0100700
LUSOM;N452449;E0212658
LUSUL;N534931;E0211659
LUTOR;N442917;E0112139
LUVEL;N464600;E0212010
LUXAL;N535456;E0163235
LUXAR;N495548;E0211031
LUXIL;N404909;E0165215
LUXUD;N530645;E0171557
MADKA;N412000;E0091606
MADOS;N423609;E0181457
MAGAM;N455822;E0154211
MAGAM;N455822;E0154211
MAKAL;N491446;E0180957
MAKAL;N491446;E0180957
MAKAL;N491446;E0180957
MAKED;N410745;E0223100
MAKOL;N421014;E0290834
MALAV;N405045;E0082044
MALBE;N484926;E0222230
MALOG;N403159;E0133506
MALOX;N541439;E0165253
MALUG;N464222;E0123551
MALUG;N464222;E0123551
MAMAR;N414814;E0110551
MANRO;N472811;E0291120
MANUX;N554034;E0220208
MAPIK;N503134;E0181451
MAREG;N481126;E0165809
MAREG;N481126;E0165809
MAREG;N481126;E0165809
MAREL;N431655;E0103905
MAREM;N504256;E0133744
MAREP;N395202;E0153614
MARIL;N443800;E0172000
MARON;N370725;E0133911
MASEG;N432446;E0134458
MASIV;N520045;E0175124
MASOT;N380608;E0164712
MASUR;N483112;E0152621
MATED;N403638;E0161006
MATEL;N430333;E0284731
MATIG;N480331;E0133229
MAVAR;N414012;E0203148
MAVAR;N414012;E0203148
MAVIR;N462354;E0194931
MAVIT;N451424;E0211830
MAVIT;N451424;E0211830
MAVOR;N484917;E0173215
MAVOR;N484917;E0173215
MAVOR;N484917;E0173215
MAVOT;N514948;E0171352
MAXOV;N433633;E0275019
MAXUR;N454445;E0145437
MEBAN;N492718;E0193848
MEBAN;N492718;E0193848
MEBAN;N492718;E0193848
MEBIV;N524836;E0200802
MEBUR;N444535;E0091018
MEDAL;N420310;E0112235
MEDEL;N481226;E0134013
MEDEM;N422342;E0275818
MEDFI;N460905;E0153114
MEDID;N552555;E0252424
MEDIX;N481739;E0152431
MEDUD;N460759;E0205327
MEDUX;N424451;E0200119
MEGAN;N373217;E0115946
MEGER;N431954;E0091033
MEGIK;N471230;E0215140
MEGIK;N471230;E0215140
MIKOV;N484705;E0163716
MIKOV;N484705;E0163716
MIKOV;N484705;E0163716
MIKVI;N462955;E0260733
MILGO;N471806;E0150530
MINKA;N404909;E0085120
MINTU;N442024;E0144144
MIRMA;N562521;E0220943
MIRSA;N424922;E0094500
MISKA;N511109;E0165604
MISPO;N450126;E0100450
MITNO;N434624;E0191430
MIVKI;N441327;E0100414
MIVNU;N443313;E0281723
MIVSA;N455420;E0212823
MIXAT;N512918;E0180029
MIZOL;N481215;E0201432
MMP;N453827;E0084405
MNR;N472005;E0192420
MOBDO;N462528;E0114842
MOBLU;N441146;E0292650
MOBLU;N441146;E0292650
MOBRA;N455152;E0244910
MOBRA;N455152;E0244910
MOCON;N490913;E0191255
MODGU;N494446;E0202458
MODRA;N430025;E0193519
MODRO;N460338;E0142203
MODSA;N473830;E0121356
MOFKE;N503512;E0180106
MOGBO;N445854;E0072429
MOGPU;N433401;E0122129
MOJ;N425641;E0193432
MOKTO;N403652;E0171027
MOKUN;N422701;E0182848
MOLFU;N553858;E0253650
MOLIL;N523532;E0180000
MOLUX;N411824;E0144825
MOMEP;N484113;E0183416
MONEB;N443735;E0091502
MONFA;N452914;E0131645
MONID;N445803;E0161821
MONOV;N505954;E0222219
MOPUG;N460949;E0204229
MOPUG;N460949;E0204229
MOPUG;N460949;E0204229
MOPUG;N460949;E0204229
MOPUV;N420335;E0131655
MORED;N475235;E0130056
MOREK;N421731;E0231909
MOREK;N421731;E0231909
MOROB;N403957;E0084323
MOSAV;N453331;E0165557
MOSOP;N434309;E0293149
MOSOP;N434309;E0293149
MOTAD;N551234;E0173020
MOULE;N423717;E0094500
MOVOR;N454908;E0104926
MOVOS;N475441;E0162614
MSR;N431541;E0175121
MUGGU;N475612;E0155442
MUJAC;N415543;E0165247
MUREG;N464224;E0154829
MURKA;N473242;E0284848
MURUN;N552847;E0245840
NAKIT;N451117;E0132652
NAKUM;N464330;E0142105
NALOX;N465211;E0164912
NANER;N435430;E0202752
NANIT;N472335;E0122047
NAPET;N421718;E0230020
NAPET;N421718;E0230020
NAPOT;N552541;E0231517
NARKA;N471454;E0215136
NARKA;N471454;E0215136
NAROX;N511211;E0150038
NASEM;N423530;E0294257
NASOK;N530531;E0190023
NASSY;N452648;E0180559
NATAG;N465129;E0103708
NATEV;N505208;E0221016
NATEX;N474449;E0173000
NATEX;N474449;E0173000
NATEX;N474449;E0173000
NATIV;N464005;E0292058
NAVAG;N423449;E0140548
NAVDI;N523131;E0145939
NAVEK;N501714;E0125752
NAVOD;N434521;E0243335
NAVOD;N434521;E0243335
NAVOD;N434521;E0243335
NAVSU;N443254;E0165405
NAVTI;N484611;E0161218
NAVTI;N484611;E0161218
NAVUR;N510047;E0195440
NAXAR;N494538;E0194845
NAXAV;N462750;E0111920
NAXES;N395316;E0142732
NEDAM;N545710;E0241451
NEDED;N444138;E0080826
NEDSI;N432001;E0283323
NEGEM;N422742;E0295213
NEGIK;N454908;E0105816
NEGUV;N505453;E0200657
NEHIM;N535734;E0151340
NEKIN;N462426;E0164212
NEKIN;N462426;E0164212
NEKPI;N412000;E0130500
NEKUL;N453100;E0223512
NEKUL;N453100;E0223512
NELDA;N365146;E0142334
NELPA;N491653;E0145722
NEMAL;N475505;E0132954
NEMBO;N421727;E0104638
NEMEK;N453429;E0151753
NEMIT;N422150;E0101529
NENKO;N434135;E0275818
NEPAK;N483637;E0203145
NEPOS;N440022;E0212615
NEPOT;N455737;E0230517
NEPOX;N520933;E0215957
NERAR;N391815;E0141601
NERDI;N451846;E0234211
NERIG;N551800;E0205500
NERIS;N473014;E0282758
NERRA;N425419;E0173236
NESAR;N424835;E0280830
NESTI;N454814;E0102537
NETAB;N512951;E0215441
NETED;N470652;E0283857
NETIR;N494141;E0184232
NETIR;N494141;E0184232
NETIR;N494141;E0184232
NETKO;N430230;E0173942
NETUL;N444143;E0265843
NETUL;N444143;E0265843
NEVAK;N441243;E0203610
NEVMO;N445350;E0112323
NEVNI;N453854;E0102521
NEVOT;N390222;E0094613
NIBEL;N374434;E0105733
NIDLO;N464815;E0155944
NIDOK;N485224;E0184915
NIGEV;N435841;E0244514
NIGSI;N472209;E0160210
NIGSO;N442335;E0104240
NII;N432012;E0215101
NIK;N424635;E0185527
NIKAB;N463709;E0173244
NIKMA;N430359;E0121049
NIKMI;N541205;E0190842
NIKOL;N441319;E0134110
NIKOL;N441319;E0134110
NIKOL;N441319;E0134110
NIKRO;N393957;E0200712
NIKTI;N413247;E0240718
NILKU;N432055;E0184155
NILPU;N515710;E0171030
NILTO;N402040;E0153707
NIMUM;N444642;E0115300
NINTA;N561344;E0181708
NIPEL;N462922;E0140157
NIPUR;N474302;E0200047
NIRGO;N491951;E0130756
NISIL;N445904;E0111201
NISUV;N380250;E0171635
NISVA;N425822;E0224751
NISVA;N425822;E0224751
NIT;N481726;E0180302
NITAM;N450622;E0070928
NITUX;N432157;E0295547
NIVAS;N455400;E0121653
NIVES;N451326;E0155427
NIVIS;N451509;E0194714
NIVON;N533841;E0200230
NIVSA;N552513;E0243257
NOBMI;N453853;E0103022
NOHAT;N464840;E0163735
NOLSI;N380220;E0101711
NONQE;N435721;E0273316
NOPMU;N435704;E0075348
NOPTI;N461855;E0215947
NOPTI;N461855;E0215947
NORAH;N473658;E0194829
NORNI;N431644;E0095847
NORNO;N534637;E0224721
NORPI;N441234;E0180059
NOSTA;N434910;E0074519
NOSTO;N394900;E0190000
NOTRI;N372722;E0145810
NOVLO;N451346;E0165711
NUBLI;N512131;E0195316
NUBRA;N474435;E0135616
NUCRE;N403625;E0182423
NUDRO;N510955;E0171932
NUKNI;N434813;E0113325
NULGO;N440242;E0234302
NUMBA;N502232;E0180631
NUNTA;N470615;E0275130
NUNTA;N470615;E0275130
NUPSO;N440803;E0155108
NUPVU;N431656;E0272246
NURMI;N474010;E0145610
NURPO;N442807;E0291856
NURPO;N442807;E0291856
NURSO;N403956;E0203217
NUTRO;N430936;E0140857
OBAGI;N433338;E0220545
OBALA;N445513;E0145821
OBALU;N504239;E0200634
OBARA;N470153;E0224259
OBAXU;N371239;E0142532
OBCAS;N453455;E0255025
OBDEJ;N535611;E0150000
OBEDI;N471940;E0131947
OBELA;N443244;E0254938
OBISA;N444106;E0182344
OBLAK;N432913;E0222150
OBOKU;N521508;E0180000
OBOLA;N521140;E0161241
OBOSO;N503700;E0214545
OBUGA;N440632;E0260539
OBUGA;N440632;E0260539
OBUTI;N462242;E0161627
OBUTI;N462242;E0161627
OBUXA;N452416;E0072214
ODERO;N423638;E0301552
ODINA;N460616;E0083954
ODLIT;N554021;E0245416
ODLIV;N502901;E0145156
ODNEM;N485112;E0171004
ODNEM;N485112;E0171004
ODNEM;N485112;E0171004
ODOMO;N495614;E0122038
ODPAL;N503102;E0134628
ODRAP;N494431;E0215028
ODRAS;N413335;E0201027
ODRUX;N514156;E0212148
ODSOB;N502310;E0190156
ODUNI;N543513;E0232525
OFEDE;N540247;E0232002
OFROZ;N461844;E0150021
OFZUD;N412243;E0160941
OGAPU;N440930;E0113314
OGATA;N444846;E0300751
OGDAS;N494208;E0175837
OGDAV;N544807;E0175954
OGLAK;N435900;E0102616
OGODI;N455829;E0135344
OGOTA;N431251;E0231936
OGOVU;N390900;E0080635
OGPUD;N443659;E0110106
OGRES;N540038;E0170055
OGVET;N505300;E0222840
OGVUN;N472306;E0175120
OKANA;N425047;E0222935
OKANA;N425047;E0222935
OKBIS;N430008;E0115832
OKDEB;N415434;E0130541
OKENO;N513411;E0183538
OKF;N485809;E0153244
OKG;N500355;E0122421
OKIDO;N404950;E0094926
OKIMO;N405602;E0180251
OKIVA;N412000;E0090623
OKL;N500545;E0141556
OKLAX;N435203;E0160234
OKLIV;N471618;E0233121
OKLIV;N471618;E0233121
OKLOP;N441100;E0211954
OKMAP;N440253;E0111856
OKORA;N464559;E0182217
OKR;N481326;E0171725
OKSIG;N445013;E0170011
OKSIL;N542745;E0184220
OKSOV;N544129;E0181949
OKTAV;N441708;E0105338
OKUNO;N420626;E0125821
OLATI;N465914;E0172845
OLBEK;N411532;E0095114
OLETI;N434836;E0090031
OLEZE;N460621;E0151852
OLGAT;N401441;E0190000
OLILA;N524216;E0201942
OLKIN;N534609;E0203000
OLKIS;N435533;E0102213
OLLEK;N363000;E0143512
OLMIP;N460243;E0222212
OLNED;N530957;E0163739
OLNUK;N442300;E0103256
OLOTA;N421348;E0213700
OLOTA;N421348;E0213700
OLPIX;N470102;E0114125
OLUMA;N515348;E0154522
OMAKU;N440848;E0112311
OMAMI;N415853;E0261838
OMAVA;N512302;E0214117
OMELO;N505016;E0140003
OMENO;N421749;E0232853
OMENO;N421749;E0232853
OMETO;N454412;E0080234
OMFOL;N502704;E0174910
OMIFU;N500100;E0155809
OMISU;N454800;E0213612
OPT;N443533;E0263337
ORA;N470601;E0215527
ORAKA;N423213;E0171202
ORBUZ;N522927;E0212618
ORRIH;N410836;E0203519
ORRIH;N410836;E0203519
ORTAP;N363000;E0182000
ORTEB;N500608;E0203411
ORTIP;N435840;E0251959
ORTYN;N491837;E0191356
ORVAT;N432948;E0171256
ORVEX;N404037;E0085202
ORXIK;N470907;E0221443
ORZIK;N550130;E0230433
OSBUG;N500800;E0210052
OSBUL;N444920;E0101736
OSDAX;N412129;E0163435
OSDET;N374553;E0113858
OSDOR;N445835;E0300300
OSDUK;N454715;E0180801
OSDUK;N454715;E0180801
OSKEX;N510522;E0173411
OSKOR;N453857;E0100700
OSKUD;N534303;E0194543
OSLEN;N464336;E0202145
OSLOG;N534557;E0184513
OSLOP;N453825;E0131037
OSLUD;N432838;E0184714
OSMAR;N381517;E0094714
OSMAT;N501434;E0230244
OSMEB;N450713;E0104614
OSMOV;N535308;E0172855
OSMOX;N435014;E0105447
OSPEN;N472907;E0153139
OST;N414814;E0121415
OSTAL;N441641;E0264622
OSTAL;N441641;E0264622
OSTEG;N451043;E0110820
OSTEX;N420937;E0265722
OSTOV;N434700;E0234800
OSTOV;N434700;E0234800
OSVIX;N441932;E0211444
OSVOP;N421531;E0270527
OTFOX;N453709;E0134201
OTGIG;N445959;E0120705
OTKEK;N452204;E0103850
OTKOK;N415958;E0240045
OTMAX;N530523;E0211142
OTMOH;N454515;E0145614
OTMUV;N441141;E0090317
OTNAV;N545533;E0244036
OTNUN;N441449;E0111648
OTPER;N430236;E0253148
OTPES;N532622;E0202057
OTRET;N424140;E0140136
OTRIV;N540949;E0221152
OTVOV;N552828;E0201730
OVBOR;N510615;E0200109
OVDOT;N443220;E0225837
OVVER;N403230;E0200046
OZE;N462419;E0111732
PADGU;N444643;E0223638
PADKA;N495602;E0181700
PADKA;N495602;E0181700
PADKA;N495602;E0181700
PAFRA;N541826;E0235450
PAL;N380201;E0131039
PALEZ;N443430;E0153159
PAN;N364852;E0115757
PANZU;N440212;E0240813
PAPIZ;N405330;E0185706
PAPIZ;N405330;E0185706
PARAK;N460950;E0200539
PARAK;N460950;E0200539
PASKA;N472003;E0262954
PATAK;N480423;E0190738
PATAK;N480423;E0190738
PATAK;N480423;E0190738
PDV;N420312;E0245235
PEJKO;N473730;E0195136
PEKOD;N374304;E0152746
PEKOT;N502318;E0172636
PEKWA;N550257;E0233607
PELEG;N441340;E0114407
PELEN;N382005;E0142714
PELES;N461303;E0270312
PELOS;N410943;E0080941
PELOV;N445715;E0205140
PELUR;N451712;E0252918
PELUT;N552704;E0233637
PEMAR;N420147;E0125510
PEMEL;N493413;E0132041
PEMEL;N493413;E0132041
PEMOK;N442153;E0242054
PENEP;N460759;E0141755
PENEV;N430154;E0234834
PENEX;N523347;E0191638
PENOR;N553819;E0170941
PENOR;N553819;E0170941
PEP;N412016;E0212655
PEPAG;N455902;E0090417
PEPIK;N484658;E0170445
PEPIK;N484658;E0170445
PEPIK;N484658;E0170445
PEPIX;N410936;E0121119
PEPOX;N531441;E0163722
PERAV;N413142;E0165606
PERIT;N474718;E0213722
PEROL;N481435;E0142849
PEROS;N383815;E0154913
PEROT;N452402;E0190046
PES;N422609;E0141103
PESAR;N373000;E0170947
PESAT;N474254;E0170311
PESAT;N474254;E0170311
PESEL;N533028;E0141933
PESUT;N461415;E0134258
PETAK;N414631;E0191850
PETAK;N414631;E0191850
PETAS;N442053;E0113347
PETEN;N482458;E0141026
PETOS;N442836;E0252715
PETOV;N461835;E0155834
PETOV;N461835;E0155834
PEVAL;N451841;E0131451
PEVAL;N451841;E0131451
PEVAL;N451841;E0131451
PEVEX;N440412;E0282655
PEVIR;N401654;E0135939
PEVON;N433331;E0170224
PEVUM;N521834;E0183927
PEXAL;N444300;E0260529
PEXUG;N453912;E0093746
PIBIP;N465630;E0153440
PIDAD;N433744;E0084244
PIDEP;N434904;E0121303
PIDON;N460720;E0180410
PIDOR;N423538;E0233922
PIDUL;N410254;E0102120
PIGER;N383255;E0152422
PIKEL;N411103;E0170930
PIKOT;N451113;E0094414
PILAT;N444926;E0280552
PILAT;N444926;E0280552
PIMOR;N373427;E0155138
PIMOT;N453015;E0074312
PINDO;N402851;E0205721
PININ;N375547;E0112340
PINQI;N484121;E0135858
PINUK;N415156;E0183524
PINUK;N415156;E0183524
PINUK;N415156;E0183524
PIRIG;N464932;E0274344
PIRIX;N385405;E0093442
PISAM;N485334;E0152314
PISAM;N485334;E0152314
PISIP;N413149;E0163811
PITAS;N395400;E0195040
PITOK;N481929;E0202218
PITOK;N481929;E0202218
PITOK;N481929;E0202218
PIVOP;N372923;E0131117
PIXAL;N451318;E0163316
PIXOR;N531719;E0152835
PLG;N555724;E0210513
PNZ;N405443;E0125727
POBIG;N505006;E0214309
POBOK;N503459;E0201308
POD;N422319;E0191517
POD;N422310;E0191517
PODAN;N492446;E0212621
PODAN;N492446;E0212621
PODET;N461017;E0153736
PODET;N461017;E0153736
PODIL;N550812;E0262827
PODOB;N433154;E0190840
PODOX;N421638;E0103437
POGAV;N464654;E0281000
POGAV;N464654;E0281000
POHES;N454251;E0144651
POKAV;N405023;E0112359
POKEN;N544911;E0143351
POKEN;N544911;E0143351
POLIT;N400848;E0145000
POLON;N514800;E0193922
POLUN;N441415;E0251324
POLUN;N441415;E0251324
POZUM;N514259;E0144054
POZZO;N405645;E0091559
PPD;N490353;E0202100
PTB;N470908;E0184432
PUCOG;N472456;E0183531
PUL;N445333;E0135505
PUNSA;N460443;E0080133
PURHO;N423635;E0262416
PUSTA;N470908;E0184432
QUENN;N400954;E0103237
RADIZ;N473735;E0123219
RADIZ;N473735;E0123219
RADIZ;N473735;E0123219
RADLY;N463849;E0151233
RADOF;N560259;E0221307
RAKFA;N471140;E0182740
RAMAP;N432506;E0205328
RAMEN;N394814;E0085621
RAMIX;N461722;E0272019
RANOK;N545446;E0185730
RAPET;N501126;E0122019
RAPIS;N382412;E0163542
RASAN;N510050;E0150541
RASAN;N510050;E0150541
RASAN;N510050;E0150541
RASIN;N460525;E0164031
RASTA;N472944;E0132253
RASTU;N445632;E0154436
RASUB;N435844;E0252506
RASUG;N454059;E0125516
RATOR;N535749;E0175250
RAVAG;N534503;E0164456
RAVAK;N434115;E0213737
RAVAL;N414817;E0114338
RAVNA;N443149;E0145130
RAXAD;N421830;E0221434
RAXAD;N421830;E0221434
RAZEC;N490705;E0210525
RCA;N380436;E0153843
RCH;N454947;E0132849
REBDI;N450322;E0282825
REBLA;N464536;E0234441
REDBU;N475721;E0124906
REDBU;N475721;E0124906
REDKU;N463024;E0263256
REDSI;N491400;E0193822
